brand,brand_prefix,part_code,part_name,category,group
Toyota,TY,HLL,Фара передняя левая,Кузов/свет,Оптика
Toyota,TY,HLR,Фара передняя правая,Кузов/свет,Оптика
Toyota,TY,TLL,Фонарь задний левый,Кузов/свет,Оптика
Toyota,TY,TLR,Фонарь задний правый,Кузов/свет,Оптика
Toyota,TY,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Toyota,TY,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Toyota,TY,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
Volkswagen,VW,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Volkswagen,VW,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Volkswagen,VW,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Volkswagen,VW,EML,Опора двигателя левая,Двигатель,Опоры
Volkswagen,VW,EMR,Опора двигателя правая,Двигатель,Опоры
Volkswagen,VW,OPS,Датчик давления масла,Двигатель,Датчики
Volkswagen,VW,CKP,Датчик положения коленвала,Двигатель,Датчики
Volkswagen,VW,FBP,Бампер передний,Кузов/свет,Кузов
Volkswagen,VW,RBP,Бампер задний,Кузов/свет,Кузов
BMW,BM,IC,Катушка зажигания,Двигатель,Зажигание
BMW,BM,TK,Ремень/цепь ГРМ комплект,Двигатель,ГРМ
BMW,BM,WP,Водяной насос,Двигатель,Охлаждение
BMW,BM,BPF,Колодки тормозные передние,Тормоза,Тормозная система
BMW,BM,BPR,Колодки тормозные задние,Тормоза,Тормозная система
BMW,BM,BDF,Диск тормозной передний,Тормоза,Тормозная система
BMW,BM,BDR,Диск тормозной задний,Тормоза,Тормозная система
BMW,BM,ABS,Датчик ABS,Тормоза,Тормозная система
BMW,BM,SFL,Амортизатор передний левый,Подвеска,Передняя подвеска
BMW,BM,SFR,Амортизатор передний правый,Подвеска,Передняя подвеска
BMW,BM,SR,Амортизатор задний,Подвеска,Задняя подвеска
BMW,BM,CFL,Рычаг передний левый,Подвеска,Передняя подвеска
BMW,BM,CFR,Рычаг передний правый,Подвеска,Передняя подвеска
BMW,BM,SL,Стойка стабилизатора,Подвеска,Стабилизатор
BMW,BM,TEL,Рулевой наконечник левый,Рулевое,Рулевое управление
BMW,BM,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
BMW,BM,CVB,Пыльник ШРУС,Трансмиссия,Привод
BMW,BM,HLL,Фара передняя левая,Кузов/свет,Оптика
BMW,BM,HLR,Фара передняя правая,Кузов/свет,Оптика
BMW,BM,TLL,Фонарь задний левый,Кузов/свет,Оптика
BMW,BM,TLR,Фонарь задний правый,Кузов/свет,Оптика
BMW,BM,ML,Зеркало левое,Кузов/свет,Кузов
BMW,BM,MR,Зеркало правое,Кузов/свет,Кузов
BMW,BM,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
BMW,BM,ALB,Ремень генератора,ТО,Ремни
BMW,BM,EML,Опора двигателя левая,Двигатель,Опоры
BMW,BM,EMR,Опора двигателя правая,Двигатель,Опоры
BMW,BM,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
BMW,BM,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Mercedes-Benz,MB,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Mercedes-Benz,MB,CVB,Пыльник ШРУС,Трансмиссия,Привод
Mercedes-Benz,MB,HLL,Фара передняя левая,Кузов/свет,Оптика
Mercedes-Benz,MB,HLR,Фара передняя правая,Кузов/свет,Оптика
Mercedes-Benz,MB,TLL,Фонарь задний левый,Кузов/свет,Оптика
Mercedes-Benz,MB,TLR,Фонарь задний правый,Кузов/свет,Оптика
Mercedes-Benz,MB,ML,Зеркало левое,Кузов/свет,Кузов
Mercedes-Benz,MB,MR,Зеркало правое,Кузов/свет,Кузов
Mercedes-Benz,MB,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Mercedes-Benz,MB,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Mercedes-Benz,MB,OPS,Датчик давления масла,Двигатель,Датчики
Mercedes-Benz,MB,CKP,Датчик положения коленвала,Двигатель,Датчики
Mercedes-Benz,MB,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Mercedes-Benz,MB,INT,Интеркулер,Турбонаддув,Турбо
Mercedes-Benz,MB,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Mercedes-Benz,MB,CMC,Главный цилиндр сцепления,Трансмиссия,Сцепление
Mercedes-Benz,MB,SDB,Пыльник амортизатора,Подвеска,Амортизаторы
Mercedes-Benz,MB,SBS,Отбойник амортизатора,Подвеска,Амортизаторы
Mercedes-Benz,MB,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Mercedes-Benz,MB,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Mercedes-Benz,MB,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Mercedes-Benz,MB,RBB,Пыльник рулевой рейки,Рулевое,Рулевое управление
Mercedes-Benz,MB,BBR,Вакуумный усилитель тормозов,Тормоза,Гидравлика
Mercedes-Benz,MB,PDC,Датчик парковки,Электрика,Парктроник
Mercedes-Benz,MB,WPM,Мотор стеклоочистителя,Электрика,Стеклоочистители
Mercedes-Benz,MB,WPL,Трапеция стеклоочистителя,Электрика,Стеклоочистители
Mercedes-Benz,MB,ACE,Испаритель кондиционера,Климат,Кондиционер
Mercedes-Benz,MB,ACD,Осушитель кондиционера,Климат,Кондиционер
Mercedes-Benz,MB,HTR,Радиатор печки,Климат,Отопитель
Mercedes-Benz,MB,BLM,Мотор печки,Климат,Отопитель
Mercedes-Benz,MB,BLR,Резистор мотора печки,Климат,Отопитель
Mercedes-Benz,MB,HOD,Капот,Кузов/свет,Кузов
Mercedes-Benz,MB,FFL,Крыло переднее левое,Кузов/свет,Кузов
Mercedes-Benz,MB,FFR,Крыло переднее правое,Кузов/свет,Кузов
Mercedes-Benz,MB,FBP,Бампер передний,Кузов/свет,Кузов
Mercedes-Benz,MB,RBP,Бампер задний,Кузов/свет,Кузов
Mercedes-Benz,MB,GRL,Решетка радиатора,Кузов/свет,Кузов
Mercedes-Benz,MB,DFL,Дверь передняя левая,Кузов/свет,Кузов
Mercedes-Benz,MB,DFR,Дверь передняя правая,Кузов/свет,Кузов
Mercedes-Benz,MB,WSF,Стекло лобовое,Кузов/свет,Стекла
Mercedes-Benz,MB,WSR,Стекло заднее,Кузов/свет,Стекла
Mercedes-Benz,MB,FGL,Противотуманная фара левая,Кузов/свет,Оптика
Mercedes-Benz,MB,FGR,Противотуманная фара правая,Кузов/свет,Оптика
Mercedes-Benz,MB,SWS,Подрулевой переключатель,Салон,Салон
Mercedes-Benz,MB,WRL,Стеклоподъемник левый,Салон,Салон
Mercedes-Benz,MB,WRR,Стеклоподъемник правый,Салон,Салон
Mercedes-Benz,MB,RES,Резонатор,Выхлоп,Выхлоп
Mercedes-Benz,MB,FLX,Гофра выхлопной системы,Выхлоп,Выхлоп
Audi,AU,SR,Амортизатор задний,Подвеска,Задняя подвеска
Audi,AU,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Audi,AU,CVB,Пыльник ШРУС,Трансмиссия,Привод
Audi,AU,ALT,Генератор,Электрика,Зарядка
Audi,AU,HLL,Фара передняя левая,Кузов/свет,Оптика
Audi,AU,HLR,Фара передняя правая,Кузов/свет,Оптика
Audi,AU,TLL,Фонарь задний левый,Кузов/свет,Оптика
Audi,AU,TLR,Фонарь задний правый,Кузов/свет,Оптика
Audi,AU,ML,Зеркало левое,Кузов/свет,Кузов
Audi,AU,MR,Зеркало правое,Кузов/свет,Кузов
Audi,AU,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Audi,AU,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Audi,AU,IMG,Прокладка впускного коллектора,Двигатель,Прокладки
Audi,AU,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
Audi,AU,CMS,Сальник распредвала,Двигатель,Сальники
Audi,AU,EML,Опора двигателя левая,Двигатель,Опоры
Audi,AU,EMR,Опора двигателя правая,Двигатель,Опоры
Audi,AU,EMB,Опора двигателя задняя,Двигатель,Опоры
Audi,AU,OPS,Датчик давления масла,Двигатель,Датчики
Audi,AU,THB,Дроссельная заслонка,Двигатель,Впуск
Audi,AU,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Audi,AU,CKP,Датчик положения коленвала,Двигатель,Датчики
Audi,AU,CMP,Датчик положения распредвала,Двигатель,Датчики
Audi,AU,TSH,Корпус термостата,Охлаждение,Охлаждение
Audi,AU,FPR,Регулятор давления топлива,Топливная система,Топливо
Audi,AU,HUR,Ступица задняя,Трансмиссия,Ступицы
Audi,AU,STM,Опора передней стойки,Подвеска,Передняя подвеска
Audi,AU,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Audi,AU,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Audi,AU,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Audi,AU,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Audi,AU,TRD,Рулевая тяга,Рулевое,Рулевое управление
Audi,AU,RCK,Рулевая рейка,Рулевое,Рулевое управление
Audi,AU,PSR,Бачок ГУР,Рулевое,ГУР
Audi,AU,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Audi,AU,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Audi,AU,ACR,Радиатор кондиционера,Климат,Кондиционер
Hyundai,HY,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Hyundai,HY,HLL,Фара передняя левая,Кузов/свет,Оптика
Hyundai,HY,HLR,Фара передняя правая,Кузов/свет,Оптика
Hyundai,HY,TLL,Фонарь задний левый,Кузов/свет,Оптика
Hyundai,HY,TLR,Фонарь задний правый,Кузов/свет,Оптика
Hyundai,HY,ML,Зеркало левое,Кузов/свет,Кузов
Hyundai,HY,MR,Зеркало правое,Кузов/свет,Кузов
Hyundai,HY,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Hyundai,HY,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Hyundai,HY,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Hyundai,HY,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Hyundai,HY,CMS,Сальник распредвала,Двигатель,Сальники
Hyundai,HY,EMB,Опора двигателя задняя,Двигатель,Опоры
Hyundai,HY,OPM,Масляный насос,Двигатель,Смазка
Hyundai,HY,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Hyundai,HY,MAP,Датчик абсолютного давления,Двигатель,Датчики
Hyundai,HY,TST,Термостат,Охлаждение,Охлаждение
Hyundai,HY,TSH,Корпус термостата,Охлаждение,Охлаждение
Hyundai,HY,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Hyundai,HY,EXT,Расширительный бачок,Охлаждение,Охлаждение
Hyundai,HY,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Hyundai,HY,FPR,Регулятор давления топлива,Топливная система,Топливо
Hyundai,HY,INT,Интеркулер,Турбонаддув,Турбо
Hyundai,HY,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Hyundai,HY,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Hyundai,HY,ATP,Поддон АКПП,Трансмиссия,АКПП
Hyundai,HY,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Hyundai,HY,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Hyundai,HY,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Hyundai,HY,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Kia,KI,FF,Топливный фильтр,ТО,Фильтры
Kia,KI,BDR,Диск тормозной задний,Тормоза,Тормозная система
Kia,KI,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Kia,KI,CVB,Пыльник ШРУС,Трансмиссия,Привод
Kia,KI,HLL,Фара передняя левая,Кузов/свет,Оптика
Kia,KI,HLR,Фара передняя правая,Кузов/свет,Оптика
Kia,KI,TLL,Фонарь задний левый,Кузов/свет,Оптика
Kia,KI,TLR,Фонарь задний правый,Кузов/свет,Оптика
Kia,KI,ML,Зеркало левое,Кузов/свет,Кузов
Kia,KI,MR,Зеркало правое,Кузов/свет,Кузов
Kia,KI,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Kia,KI,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Kia,KI,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Kia,KI,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Kia,KI,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Kia,KI,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Kia,KI,IMG,Прокладка впускного коллектора,Двигатель,Прокладки
Kia,KI,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
Kia,KI,CSF,Сальник коленвала передний,Двигатель,Сальники
Kia,KI,CSR,Сальник коленвала задний,Двигатель,Сальники
Kia,KI,CMS,Сальник распредвала,Двигатель,Сальники
Kia,KI,EML,Опора двигателя левая,Двигатель,Опоры
Kia,KI,EMR,Опора двигателя правая,Двигатель,Опоры
Kia,KI,EMB,Опора двигателя задняя,Двигатель,Опоры
Kia,KI,OPM,Масляный насос,Двигатель,Смазка
Kia,KI,OPS,Датчик давления масла,Двигатель,Датчики
Kia,KI,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Kia,KI,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Kia,KI,MAP,Датчик абсолютного давления,Двигатель,Датчики
Kia,KI,CKP,Датчик положения коленвала,Двигатель,Датчики
Kia,KI,CMP,Датчик положения распредвала,Двигатель,Датчики
Kia,KI,TST,Термостат,Охлаждение,Охлаждение
Kia,KI,TSH,Корпус термостата,Охлаждение,Охлаждение
Kia,KI,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Kia,KI,EXT,Расширительный бачок,Охлаждение,Охлаждение
Kia,KI,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Kia,KI,FPR,Регулятор давления топлива,Топливная система,Топливо
Kia,KI,INT,Интеркулер,Турбонаддув,Турбо
Kia,KI,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Kia,KI,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Kia,KI,ATP,Поддон АКПП,Трансмиссия,АКПП
Kia,KI,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Kia,KI,TMM,Подушка КПП,Трансмиссия,Опоры
Kia,KI,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Kia,KI,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Kia,KI,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Kia,KI,RCK,Рулевая рейка,Рулевое,Рулевое управление
Kia,KI,PSR,Бачок ГУР,Рулевое,ГУР
Kia,KI,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Kia,KI,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Kia,KI,ACR,Радиатор кондиционера,Климат,Кондиционер
Nissan,NI,FF,Топливный фильтр,ТО,Фильтры
Nissan,NI,CFR,Рычаг передний правый,Подвеска,Передняя подвеска
Nissan,NI,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Nissan,NI,HLL,Фара передняя левая,Кузов/свет,Оптика
Nissan,NI,HLR,Фара передняя правая,Кузов/свет,Оптика
Nissan,NI,TLL,Фонарь задний левый,Кузов/свет,Оптика
Nissan,NI,TLR,Фонарь задний правый,Кузов/свет,Оптика
Nissan,NI,ML,Зеркало левое,Кузов/свет,Кузов
Nissan,NI,MR,Зеркало правое,Кузов/свет,Кузов
Nissan,NI,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Nissan,NI,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Nissan,NI,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Nissan,NI,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Nissan,NI,CSF,Сальник коленвала передний,Двигатель,Сальники
Nissan,NI,CSR,Сальник коленвала задний,Двигатель,Сальники
Nissan,NI,CMS,Сальник распредвала,Двигатель,Сальники
Nissan,NI,EML,Опора двигателя левая,Двигатель,Опоры
Nissan,NI,EMR,Опора двигателя правая,Двигатель,Опоры
Nissan,NI,EMB,Опора двигателя задняя,Двигатель,Опоры
Nissan,NI,OPM,Масляный насос,Двигатель,Смазка
Nissan,NI,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Nissan,NI,MAP,Датчик абсолютного давления,Двигатель,Датчики
Nissan,NI,TST,Термостат,Охлаждение,Охлаждение
Nissan,NI,TSH,Корпус термостата,Охлаждение,Охлаждение
Nissan,NI,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Nissan,NI,EXT,Расширительный бачок,Охлаждение,Охлаждение
Nissan,NI,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Nissan,NI,FPR,Регулятор давления топлива,Топливная система,Топливо
Nissan,NI,INT,Интеркулер,Турбонаддув,Турбо
Nissan,NI,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Nissan,NI,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Nissan,NI,ATP,Поддон АКПП,Трансмиссия,АКПП
Nissan,NI,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Nissan,NI,CMC,Главный цилиндр сцепления,Трансмиссия,Сцепление
Nissan,NI,CSC,Рабочий цилиндр сцепления,Трансмиссия,Сцепление
Nissan,NI,TMM,Подушка КПП,Трансмиссия,Опоры
Nissan,NI,SDB,Пыльник амортизатора,Подвеска,Амортизаторы
Nissan,NI,SBS,Отбойник амортизатора,Подвеска,Амортизаторы
Nissan,NI,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Nissan,NI,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Nissan,NI,RBB,Пыльник рулевой рейки,Рулевое,Рулевое управление
Nissan,NI,RCK,Рулевая рейка,Рулевое,Рулевое управление
Nissan,NI,PSR,Бачок ГУР,Рулевое,ГУР
Nissan,NI,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Nissan,NI,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Nissan,NI,BBR,Вакуумный усилитель тормозов,Тормоза,Гидравлика
Nissan,NI,PDC,Датчик парковки,Электрика,Парктроник
Nissan,NI,ABU,Блок ABS,Электрика,Блоки управления
Nissan,NI,TPM,Датчик давления шин,Электрика,TPMS
Nissan,NI,WPM,Мотор стеклоочистителя,Электрика,Стеклоочистители
Nissan,NI,WPL,Трапеция стеклоочистителя,Электрика,Стеклоочистители
Nissan,NI,ACR,Радиатор кондиционера,Климат,Кондиционер
Nissan,NI,ACE,Испаритель кондиционера,Климат,Кондиционер
Nissan,NI,ACD,Осушитель кондиционера,Климат,Кондиционер
Nissan,NI,HTR,Радиатор печки,Климат,Отопитель
Nissan,NI,BLM,Мотор печки,Климат,Отопитель
Nissan,NI,BLR,Резистор мотора печки,Климат,Отопитель
Nissan,NI,HOD,Капот,Кузов/свет,Кузов
Nissan,NI,FFL,Крыло переднее левое,Кузов/свет,Кузов
Nissan,NI,FFR,Крыло переднее правое,Кузов/свет,Кузов
Nissan,NI,FBP,Бампер передний,Кузов/свет,Кузов
Nissan,NI,RBP,Бампер задний,Кузов/свет,Кузов
Nissan,NI,GRL,Решетка радиатора,Кузов/свет,Кузов
Nissan,NI,DFL,Дверь передняя левая,Кузов/свет,Кузов
Nissan,NI,DFR,Дверь передняя правая,Кузов/свет,Кузов
Nissan,NI,WSF,Стекло лобовое,Кузов/свет,Стекла
Nissan,NI,WSR,Стекло заднее,Кузов/свет,Стекла
Nissan,NI,FGL,Противотуманная фара левая,Кузов/свет,Оптика
Nissan,NI,FGR,Противотуманная фара правая,Кузов/свет,Оптика
Nissan,NI,MAT,Коврики салона,Салон,Салон
Nissan,NI,SWS,Подрулевой переключатель,Салон,Салон
Nissan,NI,WRL,Стеклоподъемник левый,Салон,Салон
Nissan,NI,WRR,Стеклоподъемник правый,Салон,Салон
Nissan,NI,RES,Резонатор,Выхлоп,Выхлоп
Nissan,NI,FLX,Гофра выхлопной системы,Выхлоп,Выхлоп
Honda,HO,FF,Топливный фильтр,ТО,Фильтры
Honda,HO,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Honda,HO,HLL,Фара передняя левая,Кузов/свет,Оптика
Honda,HO,HLR,Фара передняя правая,Кузов/свет,Оптика
Honda,HO,TLL,Фонарь задний левый,Кузов/свет,Оптика
Honda,HO,TLR,Фонарь задний правый,Кузов/свет,Оптика
Honda,HO,ML,Зеркало левое,Кузов/свет,Кузов
Honda,HO,MR,Зеркало правое,Кузов/свет,Кузов
Honda,HO,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Honda,HO,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Honda,HO,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Honda,HO,IMG,Прокладка впускного коллектора,Двигатель,Прокладки
Honda,HO,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
Honda,HO,CSF,Сальник коленвала передний,Двигатель,Сальники
Honda,HO,CSR,Сальник коленвала задний,Двигатель,Сальники
Honda,HO,CMS,Сальник распредвала,Двигатель,Сальники
Honda,HO,EML,Опора двигателя левая,Двигатель,Опоры
Honda,HO,EMR,Опора двигателя правая,Двигатель,Опоры
Honda,HO,EMB,Опора двигателя задняя,Двигатель,Опоры
Honda,HO,OPM,Масляный насос,Двигатель,Смазка
Honda,HO,OPS,Датчик давления масла,Двигатель,Датчики
Honda,HO,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Honda,HO,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Honda,HO,CMP,Датчик положения распредвала,Двигатель,Датчики
Honda,HO,TST,Термостат,Охлаждение,Охлаждение
Honda,HO,TSH,Корпус термостата,Охлаждение,Охлаждение
Honda,HO,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Honda,HO,EXT,Расширительный бачок,Охлаждение,Охлаждение
Honda,HO,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Honda,HO,FPR,Регулятор давления топлива,Топливная система,Топливо
Honda,HO,INT,Интеркулер,Турбонаддув,Турбо
Honda,HO,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Honda,HO,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Honda,HO,ATP,Поддон АКПП,Трансмиссия,АКПП
Honda,HO,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Honda,HO,CMC,Главный цилиндр сцепления,Трансмиссия,Сцепление
Honda,HO,CSC,Рабочий цилиндр сцепления,Трансмиссия,Сцепление
Honda,HO,TMM,Подушка КПП,Трансмиссия,Опоры
Honda,HO,SDB,Пыльник амортизатора,Подвеска,Амортизаторы
Honda,HO,SBS,Отбойник амортизатора,Подвеска,Амортизаторы
Honda,HO,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Honda,HO,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Honda,HO,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Honda,HO,RBB,Пыльник рулевой рейки,Рулевое,Рулевое управление
Honda,HO,RCK,Рулевая рейка,Рулевое,Рулевое управление
Honda,HO,PSR,Бачок ГУР,Рулевое,ГУР
Honda,HO,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Honda,HO,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Honda,HO,BBR,Вакуумный усилитель тормозов,Тормоза,Гидравлика
Honda,HO,PDC,Датчик парковки,Электрика,Парктроник
Honda,HO,ABU,Блок ABS,Электрика,Блоки управления
Honda,HO,TPM,Датчик давления шин,Электрика,TPMS
Honda,HO,WPM,Мотор стеклоочистителя,Электрика,Стеклоочистители
Honda,HO,WPL,Трапеция стеклоочистителя,Электрика,Стеклоочистители
Honda,HO,ACR,Радиатор кондиционера,Климат,Кондиционер
Honda,HO,ACE,Испаритель кондиционера,Климат,Кондиционер
Honda,HO,ACD,Осушитель кондиционера,Климат,Кондиционер
Honda,HO,HTR,Радиатор печки,Климат,Отопитель
Honda,HO,BLM,Мотор печки,Климат,Отопитель
Honda,HO,BLR,Резистор мотора печки,Климат,Отопитель
Honda,HO,HOD,Капот,Кузов/свет,Кузов
Honda,HO,FFL,Крыло переднее левое,Кузов/свет,Кузов
Honda,HO,FFR,Крыло переднее правое,Кузов/свет,Кузов
Honda,HO,FBP,Бампер передний,Кузов/свет,Кузов
Honda,HO,RBP,Бампер задний,Кузов/свет,Кузов
Honda,HO,GRL,Решетка радиатора,Кузов/свет,Кузов
Honda,HO,DFL,Дверь передняя левая,Кузов/свет,Кузов
Honda,HO,DFR,Дверь передняя правая,Кузов/свет,Кузов
Honda,HO,WSF,Стекло лобовое,Кузов/свет,Стекла
Honda,HO,WSR,Стекло заднее,Кузов/свет,Стекла
Honda,HO,FGL,Противотуманная фара левая,Кузов/свет,Оптика
Honda,HO,FGR,Противотуманная фара правая,Кузов/свет,Оптика
Honda,HO,SWS,Подрулевой переключатель,Салон,Салон
Honda,HO,WRL,Стеклоподъемник левый,Салон,Салон
Honda,HO,WRR,Стеклоподъемник правый,Салон,Салон
Honda,HO,RES,Резонатор,Выхлоп,Выхлоп
Honda,HO,FLX,Гофра выхлопной системы,Выхлоп,Выхлоп
Ford,FO,OF,Масляный фильтр,ТО,Фильтры
Ford,FO,AF,Воздушный фильтр,ТО,Фильтры
Ford,FO,CF,Салонный фильтр,ТО,Фильтры
Ford,FO,FF,Топливный фильтр,ТО,Фильтры
Ford,FO,IC,Катушка зажигания,Двигатель,Зажигание
Ford,FO,TK,Ремень/цепь ГРМ комплект,Двигатель,ГРМ
Ford,FO,WP,Водяной насос,Двигатель,Охлаждение
Ford,FO,BPF,Колодки тормозные передние,Тормоза,Тормозная система
Ford,FO,BPR,Колодки тормозные задние,Тормоза,Тормозная система
Ford,FO,BDF,Диск тормозной передний,Тормоза,Тормозная система
Ford,FO,BDR,Диск тормозной задний,Тормоза,Тормозная система
Ford,FO,ABS,Датчик ABS,Тормоза,Тормозная система
Ford,FO,SFL,Амортизатор передний левый,Подвеска,Передняя подвеска
Ford,FO,SFR,Амортизатор передний правый,Подвеска,Передняя подвеска
Ford,FO,SR,Амортизатор задний,Подвеска,Задняя подвеска
Ford,FO,CFL,Рычаг передний левый,Подвеска,Передняя подвеска
Ford,FO,CFR,Рычаг передний правый,Подвеска,Передняя подвеска
Ford,FO,SL,Стойка стабилизатора,Подвеска,Стабилизатор
Ford,FO,TEL,Рулевой наконечник левый,Рулевое,Рулевое управление
Ford,FO,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Ford,FO,CVJ,ШРУС наружный,Трансмиссия,Привод
Ford,FO,BAT,Аккумулятор,Электрика,Питание
Ford,FO,STA,Стартер,Электрика,Пуск
Ford,FO,ALT,Генератор,Электрика,Зарядка
Ford,FO,HLL,Фара передняя левая,Кузов/свет,Оптика
Ford,FO,HLR,Фара передняя правая,Кузов/свет,Оптика
Ford,FO,TLL,Фонарь задний левый,Кузов/свет,Оптика
Ford,FO,TLR,Фонарь задний правый,Кузов/свет,Оптика
Ford,FO,ML,Зеркало левое,Кузов/свет,Кузов
Ford,FO,MR,Зеркало правое,Кузов/свет,Кузов
Ford,FO,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Ford,FO,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Ford,FO,ALB,Ремень генератора,ТО,Ремни
Ford,FO,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Ford,FO,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Ford,FO,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
