brand,brand_prefix,part_code,part_name,category,group
Jeep,JP,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Jeep,JP,ATF,Фильтр АКПП,Трансмиссия,АКПП
Jeep,JP,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Jeep,JP,ATP,Поддон АКПП,Трансмиссия,АКПП
Jeep,JP,CLK,Комплект сцепления,Трансмиссия,Сцепление
Jeep,JP,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Jeep,JP,TMM,Подушка КПП,Трансмиссия,Опоры
Jeep,JP,HUR,Ступица задняя,Трансмиссия,Ступицы
Jeep,JP,STM,Опора передней стойки,Подвеска,Передняя подвеска
Jeep,JP,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Jeep,JP,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Jeep,JP,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Jeep,JP,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Jeep,JP,TRD,Рулевая тяга,Рулевое,Рулевое управление
Jeep,JP,RCK,Рулевая рейка,Рулевое,Рулевое управление
Jeep,JP,PSR,Бачок ГУР,Рулевое,ГУР
Jeep,JP,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Jeep,JP,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Jeep,JP,ACR,Радиатор кондиционера,Климат,Кондиционер
Jeep,JP,HTR,Радиатор печки,Климат,Отопитель
Jeep,JP,SWS,Подрулевой переключатель,Салон,Салон
Jeep,JP,MUF,Глушитель основной,Выхлоп,Выхлоп
Land Rover,LR,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Land Rover,LR,CVJ,ШРУС наружный,Трансмиссия,Привод
Land Rover,LR,CVB,Пыльник ШРУС,Трансмиссия,Привод
Land Rover,LR,BAT,Аккумулятор,Электрика,Питание
Land Rover,LR,STA,Стартер,Электрика,Пуск
Land Rover,LR,ALT,Генератор,Электрика,Зарядка
Land Rover,LR,HLL,Фара передняя левая,Кузов/свет,Оптика
Land Rover,LR,HLR,Фара передняя правая,Кузов/свет,Оптика
Land Rover,LR,TLL,Фонарь задний левый,Кузов/свет,Оптика
Land Rover,LR,TLR,Фонарь задний правый,Кузов/свет,Оптика
Land Rover,LR,ML,Зеркало левое,Кузов/свет,Кузов
Land Rover,LR,MR,Зеркало правое,Кузов/свет,Кузов
Land Rover,LR,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Land Rover,LR,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Land Rover,LR,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Land Rover,LR,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Land Rover,LR,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Land Rover,LR,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Land Rover,LR,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Land Rover,LR,IMG,Прокладка впускного коллектора,Двигатель,Прокладки
Land Rover,LR,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
Land Rover,LR,CSF,Сальник коленвала передний,Двигатель,Сальники
Land Rover,LR,CSR,Сальник коленвала задний,Двигатель,Сальники
Land Rover,LR,CMS,Сальник распредвала,Двигатель,Сальники
Land Rover,LR,EMB,Опора двигателя задняя,Двигатель,Опоры
Land Rover,LR,OPM,Масляный насос,Двигатель,Смазка
Land Rover,LR,OPS,Датчик давления масла,Двигатель,Датчики
Land Rover,LR,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Land Rover,LR,THB,Дроссельная заслонка,Двигатель,Впуск
Land Rover,LR,MAP,Датчик абсолютного давления,Двигатель,Датчики
Land Rover,LR,CKP,Датчик положения коленвала,Двигатель,Датчики
Land Rover,LR,CMP,Датчик положения распредвала,Двигатель,Датчики
Land Rover,LR,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Land Rover,LR,TST,Термостат,Охлаждение,Охлаждение
Land Rover,LR,TSH,Корпус термостата,Охлаждение,Охлаждение
Land Rover,LR,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Land Rover,LR,EXT,Расширительный бачок,Охлаждение,Охлаждение
Land Rover,LR,FPU,Топливный насос,Топливная система,Топливо
Land Rover,LR,INJ,Форсунка топливная,Топливная система,Топливо
Land Rover,LR,FPR,Регулятор давления топлива,Топливная система,Топливо
Land Rover,LR,TUR,Турбокомпрессор,Турбонаддув,Турбо
Land Rover,LR,ATF,Фильтр АКПП,Трансмиссия,АКПП
Land Rover,LR,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Land Rover,LR,ATP,Поддон АКПП,Трансмиссия,АКПП
Land Rover,LR,CLK,Комплект сцепления,Трансмиссия,Сцепление
Land Rover,LR,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Land Rover,LR,TMM,Подушка КПП,Трансмиссия,Опоры
Land Rover,LR,HUR,Ступица задняя,Трансмиссия,Ступицы
Land Rover,LR,STM,Опора передней стойки,Подвеска,Передняя подвеска
Land Rover,LR,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Land Rover,LR,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Land Rover,LR,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Land Rover,LR,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Land Rover,LR,TRD,Рулевая тяга,Рулевое,Рулевое управление
Land Rover,LR,RCK,Рулевая рейка,Рулевое,Рулевое управление
Land Rover,LR,PSR,Бачок ГУР,Рулевое,ГУР
Land Rover,LR,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Land Rover,LR,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Land Rover,LR,ACR,Радиатор кондиционера,Климат,Кондиционер
Land Rover,LR,MUF,Глушитель основной,Выхлоп,Выхлоп
Porsche,PO,AF,Воздушный фильтр,ТО,Фильтры
Porsche,PO,CF,Салонный фильтр,ТО,Фильтры
Porsche,PO,FF,Топливный фильтр,ТО,Фильтры
Porsche,PO,SP,Свеча зажигания,Двигатель,Зажигание
Porsche,PO,IC,Катушка зажигания,Двигатель,Зажигание
Porsche,PO,TK,Ремень/цепь ГРМ комплект,Двигатель,ГРМ
Porsche,PO,WP,Водяной насос,Двигатель,Охлаждение
Porsche,PO,BPF,Колодки тормозные передние,Тормоза,Тормозная система
Porsche,PO,BPR,Колодки тормозные задние,Тормоза,Тормозная система
Porsche,PO,BDF,Диск тормозной передний,Тормоза,Тормозная система
Porsche,PO,BDR,Диск тормозной задний,Тормоза,Тормозная система
Porsche,PO,ABS,Датчик ABS,Тормоза,Тормозная система
Porsche,PO,SFL,Амортизатор передний левый,Подвеска,Передняя подвеска
Porsche,PO,SFR,Амортизатор передний правый,Подвеска,Передняя подвеска
Porsche,PO,SR,Амортизатор задний,Подвеска,Задняя подвеска
Porsche,PO,CFL,Рычаг передний левый,Подвеска,Передняя подвеска
Porsche,PO,CFR,Рычаг передний правый,Подвеска,Передняя подвеска
Porsche,PO,SL,Стойка стабилизатора,Подвеска,Стабилизатор
Porsche,PO,TEL,Рулевой наконечник левый,Рулевое,Рулевое управление
Porsche,PO,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Porsche,PO,CVJ,ШРУС наружный,Трансмиссия,Привод
Porsche,PO,CVB,Пыльник ШРУС,Трансмиссия,Привод
Porsche,PO,BAT,Аккумулятор,Электрика,Питание
Porsche,PO,STA,Стартер,Электрика,Пуск
Porsche,PO,ALT,Генератор,Электрика,Зарядка
Porsche,PO,HLL,Фара передняя левая,Кузов/свет,Оптика
Porsche,PO,HLR,Фара передняя правая,Кузов/свет,Оптика
Porsche,PO,TLL,Фонарь задний левый,Кузов/свет,Оптика
Porsche,PO,TLR,Фонарь задний правый,Кузов/свет,Оптика
Porsche,PO,ML,Зеркало левое,Кузов/свет,Кузов
Porsche,PO,MR,Зеркало правое,Кузов/свет,Кузов
Porsche,PO,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Porsche,PO,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Porsche,PO,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Porsche,PO,ALB,Ремень генератора,ТО,Ремни
Porsche,PO,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Porsche,PO,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Porsche,PO,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Porsche,PO,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Porsche,PO,IMG,Прокладка впускного коллектора,Двигатель,Прокладки
Porsche,PO,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
Porsche,PO,CSF,Сальник коленвала передний,Двигатель,Сальники
Porsche,PO,CSR,Сальник коленвала задний,Двигатель,Сальники
Porsche,PO,CMS,Сальник распредвала,Двигатель,Сальники
Porsche,PO,EML,Опора двигателя левая,Двигатель,Опоры
Porsche,PO,EMR,Опора двигателя правая,Двигатель,Опоры
Porsche,PO,EMB,Опора двигателя задняя,Двигатель,Опоры
Porsche,PO,OPM,Масляный насос,Двигатель,Смазка
Porsche,PO,OPS,Датчик давления масла,Двигатель,Датчики
Porsche,PO,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Porsche,PO,THB,Дроссельная заслонка,Двигатель,Впуск
Porsche,PO,MAP,Датчик абсолютного давления,Двигатель,Датчики
Porsche,PO,CKP,Датчик положения коленвала,Двигатель,Датчики
Porsche,PO,CMP,Датчик положения распредвала,Двигатель,Датчики
Porsche,PO,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Porsche,PO,TST,Термостат,Охлаждение,Охлаждение
Porsche,PO,TSH,Корпус термостата,Охлаждение,Охлаждение
Porsche,PO,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Porsche,PO,EXT,Расширительный бачок,Охлаждение,Охлаждение
Porsche,PO,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Porsche,PO,FPU,Топливный насос,Топливная система,Топливо
Porsche,PO,INJ,Форсунка топливная,Топливная система,Топливо
Porsche,PO,FPR,Регулятор давления топлива,Топливная система,Топливо
Porsche,PO,TUR,Турбокомпрессор,Турбонаддув,Турбо
Porsche,PO,INT,Интеркулер,Турбонаддув,Турбо
Porsche,PO,ATF,Фильтр АКПП,Трансмиссия,АКПП
Porsche,PO,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Porsche,PO,ATP,Поддон АКПП,Трансмиссия,АКПП
Porsche,PO,CLK,Комплект сцепления,Трансмиссия,Сцепление
Porsche,PO,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Porsche,PO,TMM,Подушка КПП,Трансмиссия,Опоры
Porsche,PO,HUF,Ступица передняя,Трансмиссия,Ступицы
Porsche,PO,HUR,Ступица задняя,Трансмиссия,Ступицы
Porsche,PO,STM,Опора передней стойки,Подвеска,Передняя подвеска
Porsche,PO,SPF,Пружина передняя,Подвеска,Пружины
Porsche,PO,SPR,Пружина задняя,Подвеска,Пружины
Porsche,PO,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Porsche,PO,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Porsche,PO,BJT,Шаровая опора,Подвеска,Передняя подвеска
Porsche,PO,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Porsche,PO,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Porsche,PO,TRD,Рулевая тяга,Рулевое,Рулевое управление
Porsche,PO,RCK,Рулевая рейка,Рулевое,Рулевое управление
Porsche,PO,PSP,Насос ГУР,Рулевое,ГУР
Porsche,PO,PSR,Бачок ГУР,Рулевое,ГУР
Porsche,PO,CFLB,Суппорт передний левый,Тормоза,Суппорты
Porsche,PO,CFRB,Суппорт передний правый,Тормоза,Суппорты
Porsche,PO,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Porsche,PO,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Porsche,PO,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
Porsche,PO,ACC,Компрессор кондиционера,Климат,Кондиционер
Porsche,PO,ACR,Радиатор кондиционера,Климат,Кондиционер
Porsche,PO,CAT,Катализатор,Выхлоп,Выхлоп
Porsche,PO,MUF,Глушитель основной,Выхлоп,Выхлоп
Dodge,DG,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Dodge,DG,CVJ,ШРУС наружный,Трансмиссия,Привод
Dodge,DG,BAT,Аккумулятор,Электрика,Питание
Dodge,DG,STA,Стартер,Электрика,Пуск
Dodge,DG,ALT,Генератор,Электрика,Зарядка
Dodge,DG,HLL,Фара передняя левая,Кузов/свет,Оптика
Dodge,DG,HLR,Фара передняя правая,Кузов/свет,Оптика
Dodge,DG,TLL,Фонарь задний левый,Кузов/свет,Оптика
Dodge,DG,TLR,Фонарь задний правый,Кузов/свет,Оптика
Dodge,DG,ML,Зеркало левое,Кузов/свет,Кузов
Dodge,DG,MR,Зеркало правое,Кузов/свет,Кузов
Dodge,DG,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Dodge,DG,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Dodge,DG,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Dodge,DG,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Dodge,DG,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Dodge,DG,CSF,Сальник коленвала передний,Двигатель,Сальники
Dodge,DG,CSR,Сальник коленвала задний,Двигатель,Сальники
Dodge,DG,CMS,Сальник распредвала,Двигатель,Сальники
Dodge,DG,EML,Опора двигателя левая,Двигатель,Опоры
Dodge,DG,EMR,Опора двигателя правая,Двигатель,Опоры
Dodge,DG,EMB,Опора двигателя задняя,Двигатель,Опоры
Dodge,DG,OPM,Масляный насос,Двигатель,Смазка
Dodge,DG,OPS,Датчик давления масла,Двигатель,Датчики
Dodge,DG,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Dodge,DG,THB,Дроссельная заслонка,Двигатель,Впуск
Dodge,DG,MAP,Датчик абсолютного давления,Двигатель,Датчики
Dodge,DG,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Dodge,DG,TST,Термостат,Охлаждение,Охлаждение
Dodge,DG,TSH,Корпус термостата,Охлаждение,Охлаждение
Dodge,DG,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Dodge,DG,EXT,Расширительный бачок,Охлаждение,Охлаждение
Dodge,DG,FPU,Топливный насос,Топливная система,Топливо
Dodge,DG,INJ,Форсунка топливная,Топливная система,Топливо
Dodge,DG,FPR,Регулятор давления топлива,Топливная система,Топливо
Dodge,DG,TUR,Турбокомпрессор,Турбонаддув,Турбо
Dodge,DG,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Dodge,DG,ATF,Фильтр АКПП,Трансмиссия,АКПП
Dodge,DG,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Dodge,DG,ATP,Поддон АКПП,Трансмиссия,АКПП
Dodge,DG,CLK,Комплект сцепления,Трансмиссия,Сцепление
Dodge,DG,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Dodge,DG,TMM,Подушка КПП,Трансмиссия,Опоры
Dodge,DG,HUR,Ступица задняя,Трансмиссия,Ступицы
Dodge,DG,STM,Опора передней стойки,Подвеска,Передняя подвеска
Dodge,DG,SPR,Пружина задняя,Подвеска,Пружины
Dodge,DG,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Dodge,DG,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Dodge,DG,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Dodge,DG,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Dodge,DG,TRD,Рулевая тяга,Рулевое,Рулевое управление
Dodge,DG,RCK,Рулевая рейка,Рулевое,Рулевое управление
Dodge,DG,PSR,Бачок ГУР,Рулевое,ГУР
Dodge,DG,CFLB,Суппорт передний левый,Тормоза,Суппорты
Dodge,DG,CFRB,Суппорт передний правый,Тормоза,Суппорты
Dodge,DG,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Dodge,DG,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Dodge,DG,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
Dodge,DG,ACR,Радиатор кондиционера,Климат,Кондиционер
Dodge,DG,HTR,Радиатор печки,Климат,Отопитель
Dodge,DG,RKL,Порог левый,Кузов/свет,Кузов
Dodge,DG,SWS,Подрулевой переключатель,Салон,Салон
Dodge,DG,MUF,Глушитель основной,Выхлоп,Выхлоп
Dodge,DG,SRS,Блок SRS Airbag,Электрика,Блоки управления
Chrysler,CR,AF,Воздушный фильтр,ТО,Фильтры
Chrysler,CR,FF,Топливный фильтр,ТО,Фильтры
Chrysler,CR,TK,Ремень/цепь ГРМ комплект,Двигатель,ГРМ
Chrysler,CR,BDR,Диск тормозной задний,Тормоза,Тормозная система
Chrysler,CR,SR,Амортизатор задний,Подвеска,Задняя подвеска
Chrysler,CR,SL,Стойка стабилизатора,Подвеска,Стабилизатор
Chrysler,CR,TEL,Рулевой наконечник левый,Рулевое,Рулевое управление
Chrysler,CR,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Chrysler,CR,CVJ,ШРУС наружный,Трансмиссия,Привод
Chrysler,CR,BAT,Аккумулятор,Электрика,Питание
Chrysler,CR,STA,Стартер,Электрика,Пуск
Chrysler,CR,ALT,Генератор,Электрика,Зарядка
Chrysler,CR,HLL,Фара передняя левая,Кузов/свет,Оптика
Chrysler,CR,HLR,Фара передняя правая,Кузов/свет,Оптика
Chrysler,CR,TLL,Фонарь задний левый,Кузов/свет,Оптика
Chrysler,CR,TLR,Фонарь задний правый,Кузов/свет,Оптика
Chrysler,CR,ML,Зеркало левое,Кузов/свет,Кузов
Chrysler,CR,MR,Зеркало правое,Кузов/свет,Кузов
Chrysler,CR,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Chrysler,CR,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Chrysler,CR,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Chrysler,CR,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Chrysler,CR,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Chrysler,CR,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Chrysler,CR,CSF,Сальник коленвала передний,Двигатель,Сальники
Chrysler,CR,CSR,Сальник коленвала задний,Двигатель,Сальники
Chrysler,CR,CMS,Сальник распредвала,Двигатель,Сальники
Chrysler,CR,EML,Опора двигателя левая,Двигатель,Опоры
Chrysler,CR,EMR,Опора двигателя правая,Двигатель,Опоры
Chrysler,CR,EMB,Опора двигателя задняя,Двигатель,Опоры
Chrysler,CR,OPM,Масляный насос,Двигатель,Смазка
Chrysler,CR,OPS,Датчик давления масла,Двигатель,Датчики
Chrysler,CR,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Chrysler,CR,THB,Дроссельная заслонка,Двигатель,Впуск
Chrysler,CR,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Chrysler,CR,MAP,Датчик абсолютного давления,Двигатель,Датчики
Chrysler,CR,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Chrysler,CR,TST,Термостат,Охлаждение,Охлаждение
Chrysler,CR,TSH,Корпус термостата,Охлаждение,Охлаждение
Chrysler,CR,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Chrysler,CR,EXT,Расширительный бачок,Охлаждение,Охлаждение
Chrysler,CR,FPU,Топливный насос,Топливная система,Топливо
Chrysler,CR,INJ,Форсунка топливная,Топливная система,Топливо
Chrysler,CR,FPR,Регулятор давления топлива,Топливная система,Топливо
Chrysler,CR,TUR,Турбокомпрессор,Турбонаддув,Турбо
Chrysler,CR,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Chrysler,CR,ATF,Фильтр АКПП,Трансмиссия,АКПП
Chrysler,CR,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Chrysler,CR,ATP,Поддон АКПП,Трансмиссия,АКПП
Chrysler,CR,CLK,Комплект сцепления,Трансмиссия,Сцепление
Chrysler,CR,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Chrysler,CR,TMM,Подушка КПП,Трансмиссия,Опоры
Chrysler,CR,HUR,Ступица задняя,Трансмиссия,Ступицы
Chrysler,CR,STM,Опора передней стойки,Подвеска,Передняя подвеска
Chrysler,CR,SPF,Пружина передняя,Подвеска,Пружины
Chrysler,CR,SPR,Пружина задняя,Подвеска,Пружины
Chrysler,CR,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Chrysler,CR,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Chrysler,CR,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Chrysler,CR,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Chrysler,CR,TRD,Рулевая тяга,Рулевое,Рулевое управление
Chrysler,CR,RCK,Рулевая рейка,Рулевое,Рулевое управление
Chrysler,CR,PSR,Бачок ГУР,Рулевое,ГУР
Chrysler,CR,CFLB,Суппорт передний левый,Тормоза,Суппорты
Chrysler,CR,CFRB,Суппорт передний правый,Тормоза,Суппорты
Chrysler,CR,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Chrysler,CR,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Chrysler,CR,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
Chrysler,CR,ACR,Радиатор кондиционера,Климат,Кондиционер
Chrysler,CR,HTR,Радиатор печки,Климат,Отопитель
Chrysler,CR,SWS,Подрулевой переключатель,Салон,Салон
Chrysler,CR,MUF,Глушитель основной,Выхлоп,Выхлоп
GMC,GM,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
GMC,GM,CVJ,ШРУС наружный,Трансмиссия,Привод
GMC,GM,BAT,Аккумулятор,Электрика,Питание
GMC,GM,STA,Стартер,Электрика,Пуск
GMC,GM,ALT,Генератор,Электрика,Зарядка
GMC,GM,HLL,Фара передняя левая,Кузов/свет,Оптика
GMC,GM,HLR,Фара передняя правая,Кузов/свет,Оптика
GMC,GM,TLL,Фонарь задний левый,Кузов/свет,Оптика
GMC,GM,TLR,Фонарь задний правый,Кузов/свет,Оптика
GMC,GM,ML,Зеркало левое,Кузов/свет,Кузов
GMC,GM,MR,Зеркало правое,Кузов/свет,Кузов
GMC,GM,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
GMC,GM,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
GMC,GM,ABK,Комплект ремня навесного оборудования,ТО,Ремни
GMC,GM,ABR,Ролик ремня навесного оборудования,ТО,Ремни
GMC,GM,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
GMC,GM,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
GMC,GM,HGG,Прокладка ГБЦ,Двигатель,Прокладки
GMC,GM,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
GMC,GM,CSF,Сальник коленвала передний,Двигатель,Сальники
GMC,GM,CSR,Сальник коленвала задний,Двигатель,Сальники
GMC,GM,CMS,Сальник распредвала,Двигатель,Сальники
GMC,GM,EML,Опора двигателя левая,Двигатель,Опоры
GMC,GM,EMR,Опора двигателя правая,Двигатель,Опоры
GMC,GM,EMB,Опора двигателя задняя,Двигатель,Опоры
GMC,GM,OPM,Масляный насос,Двигатель,Смазка
GMC,GM,OPS,Датчик давления масла,Двигатель,Датчики
GMC,GM,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
GMC,GM,THB,Дроссельная заслонка,Двигатель,Впуск
GMC,GM,MAP,Датчик абсолютного давления,Двигатель,Датчики
GMC,GM,CKP,Датчик положения коленвала,Двигатель,Датчики
GMC,GM,CMP,Датчик положения распредвала,Двигатель,Датчики
GMC,GM,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
GMC,GM,TST,Термостат,Охлаждение,Охлаждение
GMC,GM,TSH,Корпус термостата,Охлаждение,Охлаждение
GMC,GM,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
GMC,GM,EXT,Расширительный бачок,Охлаждение,Охлаждение
GMC,GM,FPU,Топливный насос,Топливная система,Топливо
GMC,GM,INJ,Форсунка топливная,Топливная система,Топливо
GMC,GM,FPR,Регулятор давления топлива,Топливная система,Топливо
GMC,GM,TUR,Турбокомпрессор,Турбонаддув,Турбо
GMC,GM,ATF,Фильтр АКПП,Трансмиссия,АКПП
GMC,GM,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
GMC,GM,ATP,Поддон АКПП,Трансмиссия,АКПП
GMC,GM,CLK,Комплект сцепления,Трансмиссия,Сцепление
GMC,GM,CRB,Выжимной подшипник,Трансмиссия,Сцепление
GMC,GM,TMM,Подушка КПП,Трансмиссия,Опоры
GMC,GM,HUR,Ступица задняя,Трансмиссия,Ступицы
GMC,GM,STM,Опора передней стойки,Подвеска,Передняя подвеска
GMC,GM,SPR,Пружина задняя,Подвеска,Пружины
GMC,GM,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
GMC,GM,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
GMC,GM,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
GMC,GM,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
GMC,GM,TRD,Рулевая тяга,Рулевое,Рулевое управление
GMC,GM,RCK,Рулевая рейка,Рулевое,Рулевое управление
GMC,GM,PSR,Бачок ГУР,Рулевое,ГУР
GMC,GM,CFLB,Суппорт передний левый,Тормоза,Суппорты
GMC,GM,CFRB,Суппорт передний правый,Тормоза,Суппорты
GMC,GM,BHF,Тормозной шланг передний,Тормоза,Гидравлика
GMC,GM,BHR,Тормозной шланг задний,Тормоза,Гидравлика
GMC,GM,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
GMC,GM,ACR,Радиатор кондиционера,Климат,Кондиционер
GMC,GM,MUF,Глушитель основной,Выхлоп,Выхлоп
Cadillac,CA,FF,Топливный фильтр,ТО,Фильтры
Cadillac,CA,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Cadillac,CA,CVJ,ШРУС наружный,Трансмиссия,Привод
Cadillac,CA,BAT,Аккумулятор,Электрика,Питание
Cadillac,CA,STA,Стартер,Электрика,Пуск
Cadillac,CA,ALT,Генератор,Электрика,Зарядка
Cadillac,CA,HLL,Фара передняя левая,Кузов/свет,Оптика
Cadillac,CA,HLR,Фара передняя правая,Кузов/свет,Оптика
Cadillac,CA,TLL,Фонарь задний левый,Кузов/свет,Оптика
Cadillac,CA,TLR,Фонарь задний правый,Кузов/свет,Оптика
Cadillac,CA,ML,Зеркало левое,Кузов/свет,Кузов
Cadillac,CA,MR,Зеркало правое,Кузов/свет,Кузов
Cadillac,CA,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Cadillac,CA,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Cadillac,CA,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Cadillac,CA,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Cadillac,CA,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Cadillac,CA,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Cadillac,CA,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Cadillac,CA,CSF,Сальник коленвала передний,Двигатель,Сальники
Cadillac,CA,CSR,Сальник коленвала задний,Двигатель,Сальники
Cadillac,CA,CMS,Сальник распредвала,Двигатель,Сальники
Cadillac,CA,EMB,Опора двигателя задняя,Двигатель,Опоры
Cadillac,CA,OPM,Масляный насос,Двигатель,Смазка
Cadillac,CA,OPS,Датчик давления масла,Двигатель,Датчики
