brand,brand_prefix,part_code,part_name,priority,oem_number,source_name,source_url,retrieved_at
Audi,AU,CMS,Сальник распредвала,high,8A0339016A,autoparts24.eu,https://www.autoparts24.eu/search?q=CMS,2026-05-16T14:50:52Z
