brand,brand_prefix,part_code,priority
Buick,BU,CVJ,high
Cadillac,CA,CSR,high
Buick,BU,HUR,high
Cadillac,CA,CKP,high
Cadillac,CA,EMG,high
Cadillac,CA,CSF,high
Cadillac,CA,CMS,high
Cadillac,CA,EMB,high
Cadillac,CA,IMG,high
Cadillac,CA,HGG,high
Cadillac,CA,OPS,high
Cadillac,CA,PCV,high
Cadillac,CA,OPM,high
Cadillac,CA,MAP,high
Cadillac,CA,SPW,high
Cadillac,CA,VCG,high
Cadillac,CA,FAN,high
Cadillac,CA,EXT,high
Cadillac,CA,THB,high
Cadillac,CA,CAB,high
Cadillac,CA,RAD,high
Cadillac,CA,RAB,high
Cadillac,CA,TST,high
Cadillac,CA,TSH,high
Cadillac,CA,SBR,high
Cadillac,CA,SPR,high
Cadillac,CA,SBF,high
Cadillac,CA,ABR,high
Cadillac,CA,STM,high
Cadillac,CA,ABK,high
Cadillac,CA,ODP,high
Cadillac,CA,FF,high
Cadillac,CA,ABT,high
Cadillac,CA,ATF,high
Cadillac,CA,ODW,high
Cadillac,CA,ATG,high
Cadillac,CA,CLK,high
Cadillac,CA,ATP,high
Cadillac,CA,HUR,high
Cadillac,CA,CRB,high
Cadillac,CA,CVB,high
Changan,CG,CKP,high
Cadillac,CA,TMM,high
Cadillac,CA,CVJ,high
Changan,CG,CMP,high
Changan,CG,CMS,high
Changan,CG,CSF,high
Changan,CG,CSR,high
Changan,CG,EMB,high
Changan,CG,HGG,high
Changan,CG,EMR,high
Changan,CG,EML,high
Changan,CG,EMG,high
Changan,CG,MAF,high
Changan,CG,IMG,high
Changan,CG,OPM,high
Changan,CG,MAP,high
